"fullname"	"fullname_new"	"ref"	"prevalence"
"Ovulina tenuis"	"Lagena tenuis"	"Bornemann, 1855"	3
"Oxitricha felis"	"Epiclintes felis"	"Bory, 1824"	3
"Oxitricha gallina"	"Uroleptus gallina"	"Bory, 1824"	3
"Oxitricha lepus"	"Kerona lepus"	"Bory, 1824"	3
"Oxitricha pulex"	"Trichoda pulex"	"Bory, 1824"	3
"Oxitricha pullaster"	"Holosticha pullaster"	"Bory, 1824"	3
"Oxitricha volutator"	"Himantopus volutator"	"Bory, 1824"	3
"Oxitrichia gibba"	"Australothrix gibba"	"Ehrenberg, 1838"	3
"Oxytricha acuminata"	"Urosoma acuminata"	"Stokes, 1887"	3
"Oxytricha affine"	"Gonostomum affine"	"Stein, 1859"	3
"Oxytricha agilis"	"Urosomoida agilis"	"Engelmann"	3
"Oxytricha australis"	"Notohymena australis"	"Foissner et al., 1990"	3
"Oxytricha bifaria"	"Stylonychia bifaria"	"Stokes, 1887"	3
"Oxytricha candens"	"Cyrtohymena candens"	"Margalef Lopez, 1945"	3
"Oxytricha capitata"	"Amphisiella capitata"	"Pereyaslawezewa, 1886"	3
"Oxytricha cavicola"	"Sterkiella cavicola"	"Kahl, 1935"	3
"Oxytricha chilensis"	"Tachysoma chilensis"	"Burger, 1905"	3
"Oxytricha cicada"	"Aspidisca cicada"	"Ehrenberg, 1831"	3
"Oxytricha crassa"	"Apokeronopsis crassa"	"Claparede et al., 1858"	3
"Oxytricha emarginata"	"Urosoma emarginata"	"Stokes, 1885"	3
"Oxytricha ferruginea"	"Rubrioxytricha ferruginea"	"Stein, 1859"	3
"Oxytricha flava"	"Pseudokeronopsis flava"	"Cohn, 1866"	3
"Oxytricha gallina"	"Uroleptus gallina"	"Perty, 1852"	3
"Oxytricha gibba"	"Australothrix gibba"	"Claparede et al., 1858"	3
"Oxytricha gracilis"	"Cyrtohymena gracilis"	"Kahl, 1932"	3
"Oxytricha granulata"	"Cyrtohymena granulata"	"Kahl, 1928"	3
"Oxytricha haematoplasma"	"Rubrioxytricha haematoplasma"	"Blatterer et al., 1990"	3
"Oxytricha histrio"	"Histriculus histrio"	"Muller, 1773"	3
"Oxytricha histriomuscorum"	"Sterkiella histriomuscorum"	"Foissner et al., 1991"	3
"Oxytricha inquieta"	"Cyrtohymena inquieta"	"Kahl, 1932"	3
"Oxytricha lepus"	"Kerona lepus"	"Bory, 1824"	3
"Oxytricha macrostyla"	"Urosoma macrostyla"	"Sterki, 1878"	3
"Oxytricha micans"	"Holosticha micans"	"Engelmann, 1862"	3
"Oxytricha mystacea"	"Gastrostyla mystacea"	"Stein, 1859"	3
"Oxytricha mytilus"	"Stylonychia mytilus"	"Ehrenberg, 1838"	3
"Oxytricha pernix"	"Pseudokeronopsis pernix"	"Wrzesniowski, 1877"	3
"Oxytricha planctonticum"	"Pseudostrombidium planctonticum"	"Horvath, 1933"	3
"Oxytricha platystoma"	"Steinia platystoma"	"Ehrenberg, 1831"	3
"Oxytricha pullaster"	"Holosticha pullaster"	"Bory, 1824"	3
"Oxytricha pustulata"	"Stylonychia pustulata"	"Ehrenberg, 1838"	3
"Oxytricha retractilis"	"Uroleptus retractilis"	"Claparede et al., 1858"	3
"Oxytricha rubra"	"Pseudokeronopsis rubra"	"Ehrenberg, 1835"	3
"Oxytricha salmastra"	"Urosoma salmastra"	"Dragesco et al., 1986"	3
"Oxytricha sapropelica"	"Cyrtohymena sapropelica"	"Kahl, 1932"	3
"Oxytricha scutellum"	"Holosticha scutellum"	"Cohn, 1866"	3
"Oxytricha selvatica"	"Notohymena selvatica"	"Hemberger, 1985"	3
"Oxytricha stenocephala"	"Hemigastrostyla stenocephala"	"Borror, 1963"	3
"Oxytricha strenuum"	"Gonostomum strenuum"	"Engelmann, 1862"	3
"Oxytricha stylomuscorum"	"Stylonychia stylomuscorum"	"Foissner et al., 1991"	3
"Oxytricha tetracirrata"	"Cyrtohymena tetracirrata"	"Gellert, 1942"	3
"Oxytricha tubicola"	"Stichotricha tubicola"	"Gruber, 1879"	3
"Oxytricha urostyla"	"Pseudourostyla urostyla"	"Claparede et al., 1858"	3
"Oxytricha velox"	"Trichotaxis velox"	"Quennerstedt, 1869"	3
"Oxytricha wrzesniowskii"	"Holosticha wrzesniowskii"	"Mereschkowsky, 1877"	3
"Pachybasium hamatum"	"Trichoderma hamatum"	"Sacc, 1885"	2
"Pachytichospora transvaalensis"	"Kazachstania transvaalensis"	"Van der Walt, 1978"	3
"Pacificamonas"	"Pacificimonas"	"Liu et al., 2016"	2
"Pacificamonas flava"	"Pacificimonas flava"	"Liu et al., 2016"	2
"Pacinonion minutus"	"Astrononion minutus"	"Ujiie, 1995"	3
"Pacinonion novozealandicum"	"Astrononion novozealandicum"	"Cushman et al., 1937"	3
"Paecilomyces aerugineus"	"Talaromyces aerugineus"	"Samson, 1974"	3
"Paecilomyces betae"	"Sphaeronaemella betae"	"Cornford, 1960"	3
"Paecilomyces cinnabarinus"	"Talaromyces cinnabarinus"	"Jong et al., 1976"	3
"Paecilomyces crustaceus"	"Thermoascus crustaceus"	"Yaguchi et al., 1995"	3
"Paecilomyces egyptiacus"	"Thermoascus egyptiacus"	"Ueda et al., 1983"	3
"Paecilomyces fusidioides"	"Acremonium fusidioides"	"Nicot, 1968"	2
"Paecilomyces griseoviridis"	"Sagenomella griseoviridis"	"Onions et al., 1967"	3
"Paecilomyces humicola"	"Sagenomella humicola"	"Onions et al., 1967"	3
"Paecilomyces leycettanus"	"Talaromyces leycettanus"	"Stolk et al., 1971"	3
"Paecilomyces paranaensis"	"Beauveria paranaensis"	"Gunth Mull, 1965"	2
"Paecilomyces spectabilis"	"Byssochlamys spectabilis"	"Udagawa et al., 1994"	3
"Paenibacillus dauci"	"Paenibacillus shenyangensis"	"Zhu et al., 2015"	2
"Paenibacillus durum"	"Paenibacillus durus"	"Collins et al., 1994"	2
"Paenibacillus ginsengisoli"	"Paenibacillus anaericanus"	"Lee et al., 2007"	2
"Paenibacillus gordonae"	"Paenibacillus validus"	"Ash et al., 1994"	2
"Paenibacillus jamilae"	"Paenibacillus polymyxa"	"Aguilera et al., 2001"	2
"Paenibacillus larvae pulvifaciens"	"Paenibacillus larvae"	"Heyndrickx et al., 1996"	2
"Paenibacillus panacisoli"	"Paenibacillus massiliensis panacisoli"	"Ten et al., 2006"	2
"Paenibacillus pinesoli"	"Paenibacillus pinisoli"	"Moon et al., 2014"	2
"Paenibacillus pulvifaciens"	"Paenibacillus larvae"	"Ash et al., 1994"	2
"Paenibacillus riograndensis"	"Paenibacillus sonchi"	"Beneduzi et al., 2010"	2
"Paenibacillus thermophilus"	"Paenibacillus macerans"	"Zhou et al., 2013"	2
"Palacantholithus verticillatus"	"Triassothamnus verticillatus"	"Dumitrica, 1980"	3
"Palaeoephippium dissimile"	"Insolitignum dissimile"	"Goodbody, 1986"	3
"Palaeosaturnalis artus"	"Mesosaturnalis artus"	"Donofrio et al., 1978"	3
"Palaeosaturnalis parvus"	"Liassosaturnalis parvus"	"Kozur et al., 1990"	3
"Palaeosaturnalis tenuispinosus"	"Praehexasaturnalis tenuispinosus"	"Donofrio et al., 1978"	3
"Palaeosaturnalis undulatus"	"Liassosaturnalis undulatus"	"Kozur et al., 1990"	3
"Palaeosaturnalis validus"	"Praemesosaturnalis validus"	"Donofrio et al., 1978"	3
"Palaeoxyphostylus variospina"	"Stigmosphaerostylus variospina"	"Won, 1983"	3
"Palmula robusta"	"Pseudolingulina robusta"	"Brady, 1884"	3
"Palomyces quadri-remis"	"Halosphaeria quadri-remis"	"Hohnk, 1955"	3
"Pamphagus mutabilis"	"Baileyi mutabilis"	"Bailey"	3
"Panartus tetrathalamus"	"Didymocyrtis tetrathalamus"	"Haeckel, 1887"	3
"Pandaglandulina torrida"	"Pseudonodosaria torrida"	"Cushman, 1923"	3
"Pannonibacter indica"	"Pannonibacter indicus"	"Bandyopadhyay et al., 2013"	2
"Panophris vernalis"	"Frontonia vernalis"	"Dujardin, 1841"	3
"Panophrys flava"	"Ophryoglena flava"	"Dujardin, 1841"	3
"Panophrys flavicans"	"Ophryoglena flavicans"	"Dujardin, 1841"	3
"Panophrys fusca"	"Frontonia fusca"	"Quennerstedt, 1869"	3
"Pantoea ananas"	"Pantoea ananatis"	"Mergaert et al., 1993"	1
"Pantoea calida"	"Mixta calida"	"Popp et al., 2010"	1
"Pantoea citrea"	"Tatumella citrea"	"Kageyama et al., 1992"	1
"Pantoea gaviniae"	"Mixta gaviniae"	"Popp et al., 2010"	1
"Pantoea intestinalis"	"Mixta intestinalis"	"Prakash et al., 2015"	1
"Pantoea punctata"	"Tatumella punctata"	"Kageyama et al., 1992"	1
"Pantoea terrea"	"Tatumella terrea"	"Kageyama et al., 1992"	1
"Pantoea theicola"	"Mixta theicola"	"Tanaka et al., 2015"	1
"Paraburkholderia andropogonis"	"Robbsia andropogonis"	"Sawana et al., 2015"	2
"Paraburkholderia caryophylli"	"Trinickia caryophylli"	"Sawana et al., 2015"	2
"Paraburkholderia eburne"	"Paraburkholderia eburnea"	"Sawana et al., 2015"	2
"Paraburkholderia endofungorum"	"Mycetohabitans endofungorum"	"Sawana et al., 2015"	2
"Paraburkholderia glathei"	"Caballeronia glathei"	"Sawana et al., 2015"	2
"Paraburkholderia grimmiae"	"Caballeronia grimmiae"	"Sawana et al., 2015"	2
"Paraburkholderia humi"	"Caballeronia humi"	"Sawana et al., 2015"	2
"Paraburkholderia panaciterrae"	"Paraburkholderia ginsengiterrae"	"Dobritsa et al., 2016"	2
"Paraburkholderia rhizoxinica"	"Mycetohabitans rhizoxinica"	"Sawana et al., 2015"	2
"Paraburkholderia soli"	"Trinickia soli"	"Sawana et al., 2015"	2
"Paraburkholderia sordidicola"	"Caballeronia sordidicola"	"Sawana et al., 2015"	2
"Paraburkholderia symbiotica"	"Trinickia symbiotica"	"Sawana et al., 2015"	2
"Paraburkholderia zhejiangensis"	"Caballeronia zhejiangensis"	"Sawana et al., 2015"	2
"Paracanoptum anulatum"	"Canoptum anulatum"	"Pessagno et al., 1981"	3
"Parachilodonella distyla"	"Wilbertella distyla"	"Wilbert, 1971"	3
"Paracineta estuarina"	"Sphaeracineta estuarina"	"Jones, 1974"	3
"Paracineta lauterborni"	"Loricophrya lauterborni"	"Sondheim, 1929"	3
"Paracoccidioides loboi"	"Loboa loboi"	"Almeida et al., 1949"	3
"Paracoccus halodenitrificans"	"Halomonas halodenitrificans"	"Davis, 1969"	1
"Paracoccus yeeii"	"Paracoccus yeei"	"Daneshvar et al., 2003"	2
"Paracolpoda maupasi"	"Colpoda maupasi"	"Lynn, 1978"	3
"Paracolpoda steinii"	"Colpoda steinii"	"Maupas, 1883"	3
"Paradentalina ballenaensis"	"Enantiodentalina ballenaensis"	"McCulloch, 1977"	3
"Paradentalina caribbeana"	"Enantiodentalina caribbeana"	"Hofker, 1976"	3
"Paradiacheopsis synsporos"	"Macbrideola synsporos"	"Nann-Bremek, 1967"	3
"Parafannyhessea"	"Olsenella"	"Zgheib et al., 2021"	2
"Parafannyhessea umbonata"	"Olsenella umbonata"	"Zgheib et al., 2021"	2
"Parafissurina marginoradiata"	"Pseudofissurina marginoradiata"	"McCulloch, 1977"	3
"Parafissurina metaconica"	"Pseudofissurina metaconica"	"McCulloch, 1977"	3
"Parafissurina millettii"	"Walterparria millettii"	"Chaster, 1892"	3
"Parafissurina quaternaria"	"Pseudofissurina quaternaria"	"McCulloch, 1977"	3
"Parafissurina scaphaeformis"	"Ventrostoma scaphaeformis"	"Parr, 1950"	3
"Parafissurina staphyllearia"	"Fissurina staphyllearia"	"Schwager, 1866"	3
"Parafissurina unguis"	"Wiesnerina unguis"	"Heron-Allen et al., 1913"	3
"Parafollicucullus fusiformis"	"Pseudoalbaillella fusiformis"	"Holdsworth et al., 1980"	3
"Parafollicucullus globosus"	"Pseudoalbaillella globosus"	"Ishiga et al., 1982"	3
"Parafrontonia fibrillata"	"Frontonia fibrillata"	"Dragesco, 1978"	3
"Paragastrostyla clatratus"	"Paragastronauta clatratus"	"Deroux, 1976"	3
"Paraglycomyces"	"Salininema"	"Luo et al., 2015"	2
"Paraglycomyces xinjiangensis"	"Salininema proteolyticum"	"Luo et al., 2015"	2
"Parahauerinoides fragilissima"	"Pseudohauerina fragilissima"	"Brady, 1884"	3
"Parahistriculus minimus"	"Histriculus minimus"	"Groliere, 1975"	3
"Paraholosticha algivora"	"Keronopsis algivora"	"Gellert, 1942"	3
"Paraholosticha alpestris"	"Keronopsis alpestris"	"Kahl, 1932"	3
"Paraholosticha herbicola"	"Keronopsis herbicola"	"Kahl, 1932"	3
"Paraholosticha muscicola"	"Keronopsis muscicola"	"Wenzel, 1953"	3
"Paraholosticha polychaeta"	"Keronopsis polychaeta"	"Borror, 1966"	3
"Paralingulina frailensis"	"Behillia frailensis"	"McCulloch, 1977"	3
"Paramaecidium glaucum"	"Paramaecium glaucum"	"Savi, 1915"	3
"Paramaecium chrysalis"	"Paramecium chrysalis"	"Muller, 1786"	3
"Paramaecium coli"	"Balantidium coli"	"Malmsten, 1857"	3
"Paramaecium colpoda"	"Colpidium colpoda"	"Losana, 1829"	3
"Paramaecium histrio"	"Histriculus histrio"	"Muller, 1773"	3
"Paramaecium stomioptycha"	"Paramecium stomioptycha"	"Eckhard, 1846"	3
"Paramecium coli"	"Balantidium coli"	"Malmsten, 1857"	3
"Paramecium colpoda"	"Colpidium colpoda"	"Losana, 1829"	3
"Paramecium glaucum"	"Paramaecium glaucum"	"Claparede et al., 1859"	3
"Paramecium griseolum"	"Cryptochilum griseolum"	"Perty, 1852"	3
"Paramecium histrio"	"Histriculus histrio"	"Muller, 1773"	3
"Paramecium nucleus"	"Balantidium nucleus"	"Schrank, 1803"	3
"Paranosema locustae"	"Antonospora locustae"	"Sokolova et al."	3
"Paranyctotherus albareti"	"Cameronyctus albareti"	"Jankowski, 1992"	3
"Paranyctotherus kirbyi"	"Balantidium kirbyi"	"Sandon, 1941"	3
"Paraoceanicella"	"Paroceanicella"	"Liu et al., 2020"	2
"Paraoceanicella profunda"	"Paroceanicella profunda"	"Liu et al., 2020"	2
"Paraphaeobacter"	"Salipiger"	"Cai et al., 2017"	2
"Paraphaeobacter pallidus"	"Salipiger pallidus"	"Cai et al., 2017"	2
"Paraphaeosphaeria castagnei"	"Leptosphaeria castagnei"	"Erikss, 1967"	2
"Paraphaeosphaeria rusci"	"Leptosphaeria rusci"	"Erikss, 1967"	2
"Paraprorodon cinctum"	"Prorodon cinctum"	"Foissner, 1983"	3
"Pararhodobacter marinus"	"Pararhodobacter zhoushanensis"	"Zhang et al., 2019"	2
"Pararotalia calcar"	"Neorotalia calcar"	"DOrbigny in Deshayes, 1830"	3
"Pararotalia globosa"	"Murrayinella globosa"	"Millett, 1903"	3
"Pararotalia minuta"	"Murrayinella minuta"	"Takayanagi, 1955"	3
"Pararotalia murrayi"	"Murrayinella murrayi"	"Heron-Allen et al., 1915"	3
"Pararotalia takayanagii"	"Murrayinella takayanagii"	"Matoba, 1970"	3
"Parasaccharomyces albicans"	"Candida albicans"	"Mello et al., 1918"	2
"Parasorites marginalis"	"Sorites marginalis"	"Lamarck, 1816"	3
"Paraspathidium obliquum"	"Spathidium obliquum"	"Dragesco, 1963"	3
"Parasphaerochaeta"	"Sphaerochaeta"	"Bidzhieva et al., 2020"	3
"Parasphaerochaeta coccoides"	"Sphaerochaeta coccoides"	"Bidzhieva et al., 2020"	3
"Parasphenophrya dreissenae"	"Sphenophrya dreissenae"	"Jankowski, 2007"	3
"Parathelohania opacita"	"Amblyospora opacita"	"Fowler et al., 1975"	3
"Paratontonia gracillima"	"Tontonia gracillima"	"Jankowski, 1978"	3
"Paratorulopsis apis"	"Candida apis"	"Lavie et al., 1961"	2
"Paratorulopsis melibiosi"	"Myxozyma melibiosi"	"Novak et al., 1961"	3
"Paratorulopsis norvegica"	"Candida norvegica"	"Novak et al., 1961"	2
"Paratorulopsis pinus"	"Candida pinus"	"Novak et al., 1961"	2
"Paratrochammina (Lepidoparatrochammina) guaratibaensis"	"Paratrochammina guaratibaensis"	"Bronnimann, 1986"	3
"Paratrochammina (Lepidoparatrochammina) kelakasensis"	"Paratrochammina kelakasensis"	"Bronnimann et al., 1986"	3
"Paratrochammina (Lepidoparatrochammina) lepida"	"Lepidoparatrochammina lepida"	"Bronnimann et al., 1986"	3
"Paratrochammina (Paratrochammina) haynesi"	"Paratrochammina haynesi"	"Atkinson, 1969"	3
"Paraurostyla buitkampi"	"Bistichella buitkampi"	"Foissner, 1982"	3
"Paraurostyla enigmatica"	"Ponturostyla enigmatica"	"Dragesco et al., 1986"	3
"Paraurostyla gibba"	"Australothrix gibba"	"Borror, 1972"	3
"Paraurostyla hymenophora"	"Apoamphisiella hymenophora"	"Stokes"	3
"Paraurostyla macrostoma"	"Parakahliella macrostoma"	"Foissner, 1982"	3
"Paraurostyla raikovi"	"Pseudouroleptus raikovi"	"Alekperov, 1984"	3
"Paraurostyla viridis"	"Urostyla viridis"	"Borror, 1972"	3
"Parducia orbis"	"Parduczia orbis"	"Faure-Fremiet, 1950"	3
"Parduczia murmanica"	"Parduzia murmanica"	"Dragesco, 1999"	3
"Parduzia filiformis"	"Parduczia filiformis"	"Nouzarede, 1977"	3
"Parduzia orbis"	"Parduczia orbis"	"Faure-Fremiet, 1950"	3
"Parendomyces asteroides"	"Trichosporon asteroides"	"Rischin, 1921"	2
"Parendomyces zeylanoides"	"Candida zeylanoides"	"Dodge, 1935"	2
"Paromalina bilateralis"	"Discanomalina bilateralis"	"Loeblich et al., 1957"	3
"Paromalina coronata"	"Discanomalina coronata"	"Parker et al., 1865"	3
"Paronaella casmaliaensis"	"Tritrabs casmaliaensis"	"Pessagno, 1977"	3
"Paronaella elegans"	"Homoeoparonaella elegans"	"Pessagno, 1977"	3
"Paronaella ewingi"	"Tritrabs ewingi"	"Pessagno, 1977"	3
"Paronaella exotica"	"Tritrabs exotica"	"Pessagno, 1977"	3
"Paronaella hayi"	"Tritrabs hayi"	"Pessagno, 1977"	3
"Paronaella hipposidericus"	"Deviatus hipposidericus"	"Foreman, 1975"	3
"Paronaella purisimaensis"	"Angulobracchia purisimaensis"	"Pessagno, 1977"	3
"Paronaella worzeli"	"Tritrabs worzeli"	"Pessagno, 1971"	3
"Parrella culter"	"Osangularia culter"	"Parker et al., 1865"	3
"Parrellina milletti"	"Cristatavultus milletti"	"Heron-Allen et al., 1915"	3
"Paruroleptus caudatus"	"Uroleptus caudatus"	"Wenzel, 1953"	3
"Paruroleptus dubium"	"Parurosoma dubium"	"Gelei, 1954"	3
"Paruroleptus gallina"	"Uroleptus gallina"	"Foissner et al."	3
"Paruroleptus interrupta"	"Hemisincirra interrupta"	"Foissner, 1981"	3
"Paruroleptus lepisma"	"Uroleptus lepisma"	"Wenzel, 1953"	3
"Paruroleptus muscorum"	"Birojima muscorum"	"Foissner, 1982"	3
"Paruroleptus musculus"	"Uroleptus musculus"	"Kahl, 1932"	3
"Paruroleptus notabilis"	"Caudiholosticha notabilis"	"Foissner, 1982"	3
"Paruroleptus piscis"	"Uroleptus piscis"	"Kowalewski, 1882"	3
"Parvibacter"	"Adlercreutzia"	"Clavel et al., 2013"	2
"Parvibacter caecicola"	"Adlercreutzia caecicola"	"Clavel et al., 2013"	2
"Parvicarinina altocamerata"	"Laticarinina altocamerata"	"Heron-Allen et al., 1922"	3
"Parvicarinina deflata"	"Discorbinella deflata"	"Finlay, 1940"	3
"Parvicarinina tenuimargo"	"Cibicides tenuimargo"	"Brady, 1884"	3
"Parvicingula aculeata"	"Praeparvicingula aculeata"	"Carter et al., 1988"	3
"Parvicingula blomei"	"Praeparvicingula blomei"	"Yang, 1993"	3
"Parvicingula burnsensis"	"Praeparvicingula burnsensis"	"Pessagno et al., 1982"	3
"Parvicingula cappa"	"Praeparvicingula cappa"	"Cortese, 1993"	3
"Parvicingula communis"	"Praeparvicingula communis"	"Blome, 1984"	3
"Parvicingula cretacea"	"Ristola cretacea"	"Baumgartner, 1980"	3
"Parvicingula discors"	"Praeparvicingula discors"	"Yang, 1993"	3
"Parvicingula gigantocornis"	"Praeparvicingula gigantocornis"	"Kishida et al., 1985"	3
"Parvicingula grantensis"	"Praeparvicingula grantensis"	"Pessagno et al., 1982"	3
"Parvicingula holdsworthi"	"Praeparvicingula holdsworthi"	"Yang, 1993"	3
"Parvicingula hsui"	"Caneta hsui"	"Pessagno, 1977"	3
"Parvicingula inornata"	"Praeparvicingula inornata"	"Blome, 1984"	3
"Parvicingula longa"	"Praeparvicingula longa"	"Jud, 1994"	3
"Parvicingula nanoconica"	"Praeparvicingula nanoconica"	"Hori et al., 1989"	3
"Parvicingula obesa"	"Laxuscingula obesa"	"Takemura, 1982"	3
"Parvicingula procera"	"Ristola procera"	"Pessagno, 1977"	3
"Parvicingula profunda"	"Praeparvicingula profunda"	"Pessagno et al., 1982"	3
"Parvicingula schoolhousensis"	"Praeparvicingula schoolhousensis"	"Pessagno et al., 1982"	3
"Parvicingula sodaensis"	"Praeparvicingula sodaensis"	"Pessagno et al., 1982"	3
"Parvicingula vacaensis"	"Praeparvicingula vacaensis"	"Pujana, 1989"	3
"Parvicingula vera"	"Praeparvicingula vera"	"Pessagno et al., 1982"	3
"Parvigenerina bigenerinoides"	"Textularia bigenerinoides"	"Lacroix, 1932"	3
"Parvigenerina inflata"	"Bolivina inflata"	"Heron-Allen et al., 1913"	3
"Passalora gynoxidicola"	"Cladosporium gynoxidicola"	"Schub et al., 2005"	2
"Passalora milii"	"Cladosporium milii"	"De Vries, 1952"	2
"Pasteurella anatis"	"Gallibacterium anatis"	"Mutters et al., 1985"	1
"Pasteurella avium"	"Avibacterium avium"	"Mutters et al., 1985"	1
"Pasteurella bettii"	"Pasteurella bettyae"	"Sneath et al., 1990"	1
"Pasteurella gallicida"	"Pasteurella multocida"	"Buchanan, 1925"	1
"Pasteurella gallinarum"	"Avibacterium gallinarum"	"Hall et al., 1955"	1
"Pasteurella granulomatis"	"Mannheimia granulomatis"	"Ribeiro et al., 1990"	1
"Pasteurella haemolytica"	"Mannheimia haemolytica"	"Newsome et al., 1932"	1
"Pasteurella langaa"	"Pasteurella langaaensis"	"Mutters et al., 1985"	1
"Pasteurella lymphangitidis"	"Yersinia pseudotuberculosis"	"Sneath et al., 1990"	1
"Pasteurella mairi"	"Pasteurella mairii"	"Sneath et al., 1990"	1
"Pasteurella pneumotropica"	"Rodentibacter pneumotropicus"	"Jawetz, 1950"	1
"Pasteurella trehalosi"	"Bibersteinia trehalosi"	"Sneath et al., 1990"	1
"Pasteurella ureae"	"Actinobacillus ureae"	"Jones, 1962"	1
"Pasteurella volantium"	"Avibacterium volantium"	"Mutters et al., 1985"	1
"Patellina campanaeformis"	"Alanwoodia campanaeformis"	"Brady, 1884"	3
"Patellina hanzawai"	"Patellinella hanzawai"	"Asano, 1936"	3
"Patellina plicata"	"Remaneica plicata"	"Terquem, 1876"	3
"Patellinella fastidiosa"	"Eupatellinella fastidiosa"	"McCulloch, 1977"	3
"Patellinella lineoperforata"	"Eupatellinella lineoperforata"	"McCulloch, 1977"	3
"Patellinella spinosa"	"Sagrinella spinosa"	"Zheng, 1979"	3
"Pavonina italica"	"Discospirina italica"	"Costa, 1856"	3
"Peckiella luteovirens"	"Hypomyces luteovirens"	"Imai, 1935"	2
"Peckiella viridis"	"Hypomyces viridis"	"Sacc, 1891"	2
"Pectobacterium cacticidum"	"Pectobacterium cacticida"	"Hauben et al., 1999"	1
"Pectobacterium carotovorum atrosepticum"	"Pectobacterium atrosepticum"	"Hauben et al., 1999"	1
"Pectobacterium carotovorum betavasculorum"	"Pectobacterium betavasculorum"	"Hauben et al., 1999"	1
"Pectobacterium carotovorum carotovorum"	"Pectobacterium carotovorum"	"Hauben et al., 2003"	1
"Pectobacterium carotovorum odoriferum"	"Pectobacterium odoriferum"	"Hauben et al., 2003"	1
"Pectobacterium carotovorum wasabiae"	"Pectobacterium wasabiae"	"Hauben et al., 1999"	1
"Pectobacterium chrysanthemi"	"Dickeya chrysanthemi"	"Brenner et al., 1998"	1
"Pectobacterium cypripedii"	"Pantoea cypripedii"	"Brenner et al., 1998"	1
"Pectobacterium rhapontici"	"Erwinia rhapontici"	"Patel et al., 1951"	1
"Pedifolliculina arctica"	"Pseudofolliculina arctica"	"Hadzi, 1951"	3
"Pediococcus dextrinicus"	"Lactobacillus dextrinicus"	"Back, 1978"	
"Pediococcus dextrinicus"	"Lapidilactobacillus dextrinicus"	"Back, 1978"	2
"Pediococcus halophilus"	"Tetragenococcus halophilus"	"Mees, 1934"	2
"Pediococcus lolii"	"Pediococcus acidilactici"	"Doi et al., 2009"	2
"Pediococcus urinaeequi"	"Aerococcus urinaeequi"	"Garvie, 1988"	2
"Pedobacter bauzanensis"	"Albibacterium bauzanense"	"Zhang et al., 2010"	3
"Pedobacter composti"	"Daejeonella composti"	"Lee et al., 2009"	3
"Pedobacter huanghensis"	"Daejeonella huanghensis"	"Qiu et al., 2014"	3
"Pedobacter luteus"	"Daejeonella lutea"	"Oh et al., 2013"	3
"Pedobacter oryzae"	"Daejeonella oryzae"	"Jeon et al., 2009"	3
"Pedobacter piscium"	"Pedobacter antarcticus"	"Steyn et al., 2014"	2
"Pedobacter ruber"	"Daejeonella rubra"	"Margesin et al., 2013"	3
"Pedobacter saltans"	"Pseudopedobacter saltans"	"Steyn et al., 1998"	3
"Pedobacter tournemirensis"	"Arcticibacter tournemirensis"	"Urios et al., 2013"	3
"Peethambara spirostriata"	"Nectria spirostriata"	"Rossman, 1999"	2
"Pelagibaca"	"Salipiger"	"Cho et al., 2006"	2
"Pelagibaca bermudensis"	"Salipiger bermudensis"	"Cho et al., 2020"	2
"Pelagibacillus"	"Terribacillus"	"Kim et al., 2007"	2
"Pelagibacillus goriensis"	"Terribacillus goriensis"	"Kim et al., 2007"	2
"Pelagicola litorisediminis"	"Roseovarius litorisediminis"	"Park et al., 2013"	2
"Pelagodileptus elephantinus"	"Paradileptus elephantinus"	"Svec"	3
